longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.07,37.86,17.0,1102.0,224.0,317.0,208.0,3.5893,200196.0,NEAR BAY
-121.95,37.35,36.0,832.0,211.0,545.0,211.0,3.2813,217097.0,<1H OCEAN
-119.74,34.44,26.0,4257.0,1031.0,1861.0,950.0,3.4047,236272.0,NEAR OCEAN
-121.18,37.64,43.0,1244.0,209.0,611.0,197.0,2.875,117427.0,INLAND
-122.21,40.2,19.0,3404.0,731.0,1421.0,683.0,2.6149,92505.0,INLAND
-122.19,37.74,43.0,707.0,147.0,417.0,155.0,2.5139,119160.0,NEAR BAY
-118.3,33.73,42.0,1731.0,,866.0,403.0,2.7451,218476.0,NEAR OCEAN
-122.5,37.75,43.0,2373.0,481.0,1247.0,454.0,4.0985,289896.01,NEAR OCEAN
-118.4,34.03,43.0,1006.0,201.0,520.0,199.0,6.5669,385047.11,<1H OCEAN
-123.54,39.17,18.0,2251.0,510.0,1032.0,369.0,2.2946,116150.0,<1H OCEAN
-118.14,33.86,44.0,1436.0,257.0,745.0,233.0,4.625,230636.02,<1H OCEAN
-122.19,37.48,38.0,1300.0,269.0,608.0,292.0,4.5568,303407.01,NEAR BAY
-122.0,38.99,39.0,1548.0,323.0,815.0,286.0,2.9489,99510.0,INLAND
-119.76,36.73,46.0,1347.0,282.0,854.0,267.0,1.8723,63521.0,INLAND
-117.99,34.14,30.0,2346.0,,1988.0,474.0,2.5625,135538.0,INLAND
-123.21,40.51,16.0,241.0,84.0,152.0,61.0,1.375,90522.0,INLAND
-121.94,37.95,18.0,2541.0,355.0,986.0,346.0,7.1978,281719.01,INLAND
-121.87,37.42,19.0,12128.0,2112.0,6810.0,2040.0,6.4419,313560.05,<1H OCEAN
-117.37,34.12,32.0,3190.0,568.0,1614.0,512.0,3.8398,115705.0,INLAND
-121.99,38.26,18.0,921.0,126.0,368.0,120.0,6.0842,224465.0,INLAND
-121.48,38.59,43.0,987.0,240.0,1253.0,237.0,0.9204,66653.0,INLAND
-119.72,36.81,15.0,2175.0,564.0,1194.0,482.0,2.6767,86314.0,INLAND
-122.54,37.72,17.0,2975.0,968.0,1453.0,828.0,3.527,284610.02,NEAR OCEAN
-118.15,33.84,36.0,2987.0,491.0,1360.0,497.0,4.8013,260960.03,<1H OCEAN
-122.04,37.57,12.0,5719.0,1064.0,3436.0,1057.0,5.2879,242832.0,NEAR BAY
-122.53,37.97,37.0,1340.0,322.0,621.0,314.0,3.5588,230693.0,NEAR BAY
-118.19,34.08,35.0,1554.0,381.0,1487.0,374.0,1.9038,145492.0,<1H OCEAN
-116.99,32.85,32.0,5211.0,949.0,3025.0,948.0,4.0931,174185.0,<1H OCEAN
-121.83,37.2,6.0,3694.0,574.0,1554.0,527.0,6.8333,357185.15,<1H OCEAN
-117.25,34.49,4.0,2372.0,361.0,1017.0,322.0,5.1112,145116.0,INLAND
-121.13,38.55,8.0,530.0,109.0,398.0,96.0,4.2031,161026.98,INLAND
-118.76,34.13,10.0,4355.0,716.0,2030.0,674.0,6.5571,401223.33,NEAR OCEAN
-117.97,33.76,18.0,1862.0,399.0,1301.0,369.0,3.1771,200437.0,<1H OCEAN
-118.54,34.05,33.0,6778.0,1092.0,2540.0,1052.0,8.565,486179.55,<1H OCEAN
-118.3,34.02,34.0,3184.0,772.0,2474.0,705.0,1.631,172977.0,<1H OCEAN
-121.3,38.65,36.0,1665.0,293.0,846.0,306.0,3.5852,117384.0,INLAND
-124.16,40.78,46.0,1975.0,346.0,791.0,349.0,3.8,208672.0,NEAR OCEAN
-122.34,37.55,25.0,4470.0,518.0,1507.0,504.0,13.3913,483388.76,NEAR OCEAN
-122.03,37.03,21.0,4650.0,733.0,2014.0,704.0,5.6233,346297.01,NEAR OCEAN
-118.19,34.02,45.0,1535.0,432.0,1820.0,419.0,1.7801,135550.0,<1H OCEAN
-121.58,37.01,44.0,3192.0,565.0,1439.0,568.0,4.3693,208760.99,INLAND
-118.54,34.23,35.0,3422.0,601.0,1690.0,574.0,4.375,217415.0,<1H OCEAN
-121.75,36.77,25.0,1851.0,418.0,1678.0,390.0,3.2937,180864.0,<1H OCEAN
-120.36,40.45,19.0,689.0,143.0,355.0,127.0,1.7333,115748.0,INLAND
-122.42,37.75,52.0,1609.0,510.0,1155.0,439.0,2.2328,230386.01,NEAR BAY
-117.08,32.67,31.0,3008.0,764.0,2088.0,757.0,2.5662,135397.0,NEAR OCEAN
-121.37,38.63,32.0,3658.0,797.0,1452.0,715.0,2.6623,133470.0,INLAND
-122.29,37.89,52.0,2178.0,421.0,940.0,423.0,5.0551,336721.04,NEAR BAY
-122.01,37.91,21.0,10093.0,1269.0,3645.0,1219.0,7.6877,361849.07,NEAR BAY
-122.38,37.73,40.0,543.0,,259.0,89.0,2.2167,193618.03,NEAR BAY
-121.96,37.55,4.0,3746.0,993.0,1606.0,838.0,4.1387,237508.0,<1H OCEAN
-121.49,38.61,6.0,4391.0,974.0,1982.0,914.0,3.4291,131476.0,INLAND
-121.3,38.72,15.0,2514.0,482.0,1166.0,503.0,2.2813,112615.0,INLAND
-122.53,37.89,35.0,4127.0,689.0,1596.0,707.0,5.9073,334745.06,NEAR BAY
-119.04,35.35,27.0,4590.0,897.0,2212.0,894.0,3.1753,95106.0,INLAND
-117.74,33.73,18.0,328.0,68.0,391.0,60.0,4.1167,177124.02,<1H OCEAN
-122.49,37.86,52.0,2175.0,510.0,809.0,503.0,4.5398,422934.21,NEAR BAY
-118.5,34.02,28.0,5109.0,1482.0,2313.0,1451.0,3.3266,335114.06,<1H OCEAN
-117.92,33.84,38.0,1316.0,263.0,671.0,278.0,3.2969,196806.0,<1H OCEAN
-122.49,37.78,49.0,2176.0,441.0,1040.0,448.0,4.2414,343355.02,NEAR BAY
-118.0,33.82,18.0,2947.0,559.0,1820.0,551.0,4.5294,212722.01,<1H OCEAN
-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,339200.0,NEAR BAY
-118.06,34.09,38.0,2036.0,388.0,1096.0,371.0,4.0625,207471.0,<1H OCEAN
-117.22,32.74,52.0,1283.0,173.0,436.0,190.0,7.4029,442465.47,NEAR OCEAN
-122.07,37.72,26.0,3204.0,477.0,1411.0,484.0,5.4834,285300.0,NEAR BAY
-117.21,32.83,35.0,2259.0,501.0,1340.0,511.0,3.4482,250269.08,NEAR OCEAN
-118.29,33.84,11.0,2274.0,617.0,1897.0,622.0,3.5094,207143.0,<1H OCEAN
-117.95,33.68,19.0,1028.0,191.0,340.0,159.0,3.6364,212682.0,<1H OCEAN
-120.37,34.9,17.0,2649.0,386.0,1057.0,362.0,4.7813,216307.0,<1H OCEAN
-122.76,38.44,11.0,2895.0,524.0,1633.0,534.0,4.7283,237201.0,<1H OCEAN
-118.32,33.89,45.0,1928.0,453.0,1323.0,458.0,4.2813,237556.0,<1H OCEAN
-117.06,32.58,13.0,3435.0,708.0,1761.0,699.0,3.4792,142498.0,NEAR OCEAN
-121.05,38.14,19.0,3326.0,561.0,1544.0,511.0,2.9875,116762.0,INLAND
-119.06,34.36,52.0,1409.0,359.0,981.0,304.0,2.7951,233985.05,<1H OCEAN
-118.01,33.7,24.0,3856.0,567.0,1741.0,588.0,7.248,361699.11,<1H OCEAN
-121.83,37.38,15.0,4430.0,992.0,3278.0,1018.0,4.5533,217819.0,<1H OCEAN
-118.16,33.91,41.0,1806.0,408.0,1146.0,374.0,2.9643,166378.0,<1H OCEAN
-118.74,34.27,23.0,2493.0,522.0,1488.0,505.0,4.18,216606.0,<1H OCEAN
-117.08,32.7,35.0,1477.0,264.0,852.0,279.0,3.1786,148917.0,NEAR OCEAN
-122.42,37.62,40.0,1545.0,264.0,756.0,282.0,4.4643,297690.04,NEAR OCEAN
-118.23,33.94,35.0,1090.0,267.0,1339.0,263.0,2.1607,112090.0,<1H OCEAN
-122.43,37.63,15.0,2748.0,997.0,1447.0,901.0,3.5214,286697.02,NEAR OCEAN
-121.42,38.48,13.0,7880.0,1992.0,4749.0,1882.0,1.9657,151887.0,INLAND
-121.47,38.7,31.0,1007.0,181.0,563.0,185.0,3.625,117941.0,INLAND
-122.04,37.31,24.0,3388.0,633.0,1627.0,585.0,5.154,312693.06,<1H OCEAN
-117.34,34.11,29.0,2912.0,566.0,2188.0,518.0,3.2656,109228.0,INLAND
-122.09,37.7,30.0,1751.0,269.0,731.0,263.0,6.005,314088.0,NEAR BAY
-118.36,33.93,27.0,4445.0,1231.0,3340.0,1113.0,3.1656,223101.0,<1H OCEAN
-119.92,36.77,18.0,1422.0,243.0,702.0,230.0,3.6204,103121.0,INLAND
-122.47,37.78,51.0,1485.0,386.0,880.0,385.0,2.7431,290880.0,NEAR BAY
-120.8,35.33,20.0,2200.0,393.0,996.0,365.0,3.587,246492.0,NEAR OCEAN
-122.28,37.85,48.0,2063.0,484.0,1054.0,466.0,2.2625,129389.0,NEAR BAY
-118.02,34.11,35.0,2454.0,458.0,1110.0,435.0,3.8029,198084.0,INLAND
-117.75,33.54,21.0,8711.0,1544.0,3173.0,1396.0,5.0907,291097.06,<1H OCEAN
-118.19,33.98,33.0,151.0,83.0,380.0,83.0,1.4224,154904.01,<1H OCEAN
-116.9,32.79,21.0,3770.0,491.0,1410.0,446.0,6.7685,315201.11,<1H OCEAN
-119.57,36.7,7.0,1761.0,309.0,974.0,308.0,3.7261,111536.0,INLAND
-118.43,34.17,42.0,777.0,102.0,284.0,113.0,11.2093,499468.99,<1H OCEAN
-121.29,38.01,10.0,69.0,16.0,50.0,20.0,3.75,146695.0,INLAND
-117.93,33.64,24.0,1395.0,396.0,1478.0,404.0,2.5301,171452.0,<1H OCEAN
-116.88,33.05,11.0,7217.0,1583.0,4197.0,1502.0,2.8827,142487.0,<1H OCEAN
-121.37,38.61,42.0,945.0,193.0,460.0,193.0,3.7569,132474.99,INLAND
-117.8,33.77,29.0,5436.0,707.0,2046.0,685.0,8.7496,473139.63,<1H OCEAN
-118.51,34.11,29.0,9013.0,1117.0,2919.0,1061.0,13.947,497125.79,<1H OCEAN
-122.43,37.73,52.0,3602.0,738.0,2270.0,647.0,3.8934,328398.03,NEAR BAY
-118.03,34.06,31.0,1513.0,389.0,1396.0,364.0,2.4706,176556.0,<1H OCEAN
-117.86,33.82,9.0,1682.0,291.0,1015.0,271.0,6.6603,291497.01,<1H OCEAN
-116.91,32.87,14.0,3048.0,597.0,1690.0,576.0,4.3818,192692.0,<1H OCEAN
-119.73,36.56,32.0,1513.0,272.0,1038.0,272.0,3.0469,88622.0,INLAND
-116.4,33.78,8.0,3059.0,500.0,612.0,208.0,6.8729,269104.04,INLAND
-118.21,33.97,43.0,1751.0,400.0,1558.0,379.0,3.0313,149903.0,<1H OCEAN
-117.08,32.74,35.0,1434.0,253.0,753.0,228.0,2.3812,135521.0,NEAR OCEAN
-122.67,38.47,19.0,1848.0,428.0,1130.0,433.0,3.0568,173765.0,<1H OCEAN
-122.49,37.76,52.0,2245.0,425.0,1091.0,409.0,3.5909,341807.01,NEAR BAY
-118.24,33.99,44.0,448.0,116.0,504.0,96.0,1.875,125904.0,<1H OCEAN
-117.78,33.86,16.0,4390.0,660.0,2146.0,633.0,6.1504,278654.0,<1H OCEAN
-117.19,32.8,16.0,2593.0,794.0,1235.0,684.0,3.1304,192003.0,NEAR OCEAN
-122.23,37.88,41.0,880.0,129.0,322.0,126.0,8.3252,441528.52,NEAR BAY
-122.4,37.75,44.0,6848.0,1584.0,3269.0,1383.0,2.8679,238067.0,NEAR BAY
-122.03,37.59,16.0,4371.0,889.0,2530.0,817.0,4.6786,225229.01,NEAR BAY
-117.74,34.05,27.0,852.0,237.0,1024.0,221.0,2.1141,100887.0,INLAND
-122.17,38.06,16.0,3515.0,626.0,1764.0,626.0,4.4397,210485.01,NEAR BAY
-118.23,33.96,39.0,405.0,163.0,686.0,164.0,1.695,119459.0,<1H OCEAN
-117.47,34.07,24.0,1017.0,227.0,568.0,187.0,1.5972,82298.0,INLAND
-117.08,32.68,19.0,3635.0,1078.0,3127.0,1098.0,1.324,115059.0,NEAR OCEAN
-121.41,38.56,17.0,7228.0,1369.0,2455.0,1365.0,5.1385,189997.0,INLAND
-122.61,38.24,25.0,2990.0,450.0,1335.0,434.0,4.7,234545.0,<1H OCEAN
-117.99,33.68,14.0,3305.0,841.0,2272.0,769.0,3.4899,213040.0,<1H OCEAN
-121.42,38.54,18.0,2525.0,501.0,1726.0,468.0,2.398,100631.0,INLAND
-118.21,34.64,16.0,2573.0,427.0,1273.0,426.0,5.9508,218058.0,INLAND
-117.07,32.78,26.0,3725.0,623.0,1516.0,627.0,4.7143,195824.0,NEAR OCEAN
-121.92,37.34,52.0,2584.0,491.0,1087.0,433.0,4.4,287505.01,<1H OCEAN
-118.55,34.19,31.0,1856.0,370.0,990.0,360.0,4.3654,226890.0,<1H OCEAN
-118.3,34.02,27.0,2190.0,626.0,1768.0,528.0,1.2446,155589.0,<1H OCEAN
-117.09,32.66,38.0,833.0,206.0,570.0,182.0,1.8333,126000.0,NEAR OCEAN
-117.45,34.1,9.0,4288.0,1017.0,3156.0,900.0,2.7827,108775.0,INLAND
-121.94,37.75,17.0,2559.0,370.0,1238.0,377.0,6.2781,303955.0,<1H OCEAN
-118.18,34.22,40.0,1983.0,298.0,853.0,271.0,5.9845,337153.02,<1H OCEAN
-121.95,38.65,19.0,1265.0,228.0,755.0,218.0,3.3472,119692.0,INLAND
-118.28,34.1,48.0,805.0,246.0,633.0,235.0,2.3421,186683.01,<1H OCEAN
-121.47,38.5,17.0,1895.0,424.0,620.0,417.0,1.7188,88367.0,INLAND
-117.1,32.58,23.0,1662.0,377.0,1318.0,386.0,2.3,128515.0,NEAR OCEAN
-121.97,36.98,17.0,2813.0,497.0,1337.0,477.0,3.7083,262695.0,NEAR OCEAN
-118.13,34.15,24.0,1125.0,341.0,579.0,321.0,2.8125,191394.01,<1H OCEAN
-119.08,36.09,25.0,1880.0,339.0,1003.0,315.0,2.7298,78907.0,INLAND
-122.66,38.48,16.0,2697.0,490.0,1462.0,515.0,4.2051,208775.0,<1H OCEAN
-121.36,38.03,7.0,3461.0,859.0,1518.0,741.0,3.5684,140223.0,INLAND
-117.37,34.13,18.0,5877.0,1043.0,3114.0,1002.0,4.0294,122671.0,INLAND
-117.36,34.1,31.0,2587.0,531.0,1227.0,489.0,2.3578,91838.0,INLAND
-122.91,38.46,18.0,2021.0,,912.0,329.0,4.5,235680.0,<1H OCEAN
-121.82,39.75,29.0,7744.0,1375.0,3316.0,1365.0,3.0253,114393.0,INLAND
-117.35,33.21,24.0,1586.0,262.0,912.0,298.0,4.25,299252.05,NEAR OCEAN
-120.99,37.68,28.0,3269.0,647.0,1595.0,617.0,2.2336,100711.0,INLAND
-120.25,39.34,9.0,2739.0,555.0,294.0,110.0,3.1842,129236.0,INLAND
-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,120023.0,NEAR BAY
-118.29,34.1,39.0,2196.0,582.0,1165.0,538.0,2.9417,254795.06,<1H OCEAN
-119.83,36.75,33.0,662.0,183.0,607.0,181.0,1.3929,54317.0,INLAND
-118.15,34.14,27.0,1499.0,426.0,755.0,414.0,3.875,225549.0,<1H OCEAN
-118.66,34.1,12.0,2560.0,365.0,907.0,366.0,10.076,484993.9,NEAR OCEAN
-122.06,37.96,10.0,7136.0,1691.0,2959.0,1507.0,3.9816,188056.01,NEAR BAY
-120.49,35.35,17.0,3043.0,608.0,1457.0,545.0,3.1641,173056.0,<1H OCEAN
-122.24,40.17,51.0,2378.0,584.0,1083.0,494.0,1.577,80146.0,INLAND
-121.35,38.61,27.0,3900.0,776.0,1549.0,761.0,2.7788,139313.0,INLAND
-117.36,34.54,7.0,3940.0,764.0,2140.0,711.0,3.0357,123183.0,INLAND
-118.35,34.1,20.0,2745.0,782.0,1161.0,739.0,3.9044,368427.2,<1H OCEAN
-117.27,33.18,4.0,3371.0,773.0,1481.0,627.0,2.9133,212527.0,NEAR OCEAN
-117.13,32.92,16.0,1565.0,257.0,893.0,239.0,5.5036,232022.0,<1H OCEAN
-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,214075.03,NEAR BAY
-118.22,34.1,33.0,1903.0,386.0,1187.0,340.0,4.0469,193085.0,<1H OCEAN
-122.45,37.78,52.0,2686.0,606.0,1392.0,578.0,4.0,428303.26,NEAR BAY
-117.21,34.11,26.0,1757.0,304.0,905.0,281.0,3.4103,111539.0,INLAND
-122.64,38.23,49.0,2300.0,463.0,1061.0,429.0,4.075,260405.01,<1H OCEAN
-118.18,33.99,36.0,988.0,337.0,1508.0,351.0,2.4375,153425.0,<1H OCEAN
-120.58,38.77,21.0,1661.0,406.0,789.0,319.0,2.3583,117675.0,INLAND
-115.41,32.99,29.0,1141.0,220.0,684.0,194.0,3.4038,85275.0,INLAND
-117.93,33.84,23.0,2870.0,653.0,1680.0,598.0,3.2301,183891.0,<1H OCEAN
-118.42,34.15,18.0,1880.0,420.0,681.0,333.0,4.3214,347101.1,<1H OCEAN
-121.89,37.31,52.0,1994.0,404.0,1014.0,389.0,4.3882,267176.0,<1H OCEAN
-118.38,33.95,35.0,3259.0,967.0,2003.0,920.0,3.2708,267224.0,<1H OCEAN
-120.26,39.32,24.0,6012.0,1227.0,780.0,358.0,3.0043,121436.0,INLAND
-117.69,33.52,3.0,7374.0,1444.0,3214.0,1279.0,4.538,258976.04,<1H OCEAN
-121.34,38.05,16.0,667.0,92.0,267.0,90.0,5.6147,194859.0,INLAND
-117.74,34.11,28.0,3494.0,566.0,1391.0,522.0,5.3637,209871.0,INLAND
-116.14,34.22,32.0,3298.0,1228.0,763.0,360.0,1.875,83450.0,INLAND
-121.83,37.26,15.0,3243.0,551.0,1752.0,551.0,5.5849,241205.0,<1H OCEAN
-119.16,34.27,24.0,1824.0,331.0,1049.0,320.0,5.9181,318864.1,NEAR OCEAN
-120.0,38.52,16.0,3045.0,543.0,202.0,102.0,3.15,124927.0,INLAND
-117.13,32.73,43.0,2706.0,667.0,1531.0,614.0,2.1513,149860.01,NEAR OCEAN
-121.59,37.02,14.0,6355.0,1279.0,3704.0,1224.0,4.4233,182210.0,INLAND
-118.09,33.93,36.0,1585.0,323.0,1205.0,343.0,4.5306,191983.0,<1H OCEAN
-118.1,33.94,33.0,639.0,129.0,460.0,118.0,3.1607,158373.0,<1H OCEAN
-116.95,32.82,12.0,5535.0,1434.0,3112.0,1262.0,2.5949,139817.0,<1H OCEAN
-118.21,33.93,41.0,619.0,138.0,636.0,145.0,2.5083,128992.0,<1H OCEAN
-118.01,33.89,34.0,1653.0,292.0,1003.0,310.0,4.6,201529.0,<1H OCEAN
-117.1,32.58,33.0,393.0,76.0,330.0,80.0,4.1029,170377.01,NEAR OCEAN
-122.19,38.07,20.0,3000.0,525.0,1207.0,491.0,4.6406,239164.02,NEAR BAY
-118.14,33.89,33.0,1250.0,276.0,866.0,268.0,4.1708,178438.0,<1H OCEAN
-122.51,38.06,24.0,9493.0,1935.0,5162.0,1880.0,3.0742,167283.0,NEAR BAY
-117.08,33.11,31.0,1832.0,444.0,1669.0,463.0,2.2146,131497.0,<1H OCEAN
-117.25,32.84,19.0,1759.0,214.0,659.0,195.0,10.7751,483926.81,NEAR OCEAN
-118.17,34.11,26.0,4971.0,996.0,2370.0,932.0,4.9676,275410.03,<1H OCEAN
-122.61,38.24,17.0,1728.0,271.0,897.0,284.0,3.4896,201825.0,<1H OCEAN
-121.95,37.21,20.0,2345.0,322.0,890.0,276.0,10.0187,471508.77,<1H OCEAN
-118.31,33.84,52.0,1819.0,464.0,1068.0,424.0,3.625,300636.0,<1H OCEAN
-118.34,33.84,36.0,1407.0,231.0,676.0,231.0,5.269,279089.01,<1H OCEAN
-122.44,37.75,28.0,4930.0,1381.0,2232.0,1321.0,4.3232,321667.04,NEAR BAY
-122.49,37.69,36.0,1344.0,258.0,782.0,265.0,4.5,253998.01,NEAR OCEAN
-118.99,35.33,36.0,1590.0,367.0,1311.0,390.0,1.6786,58779.0,INLAND
-120.67,40.5,15.0,5343.0,,2503.0,902.0,3.5962,119717.0,INLAND
-118.14,34.07,52.0,695.0,145.0,523.0,170.0,3.665,297422.01,<1H OCEAN
-118.2,34.19,38.0,2176.0,266.0,798.0,243.0,15.0001,499468.99,<1H OCEAN
-117.95,34.02,19.0,1129.0,258.0,900.0,228.0,3.875,171704.0,<1H OCEAN
-119.55,36.71,32.0,1963.0,508.0,2052.0,518.0,1.9076,60076.0,INLAND
-117.89,33.9,23.0,1533.0,226.0,693.0,230.0,7.898,432198.51,<1H OCEAN
-118.08,34.15,28.0,238.0,58.0,142.0,31.0,0.4999,96053.0,INLAND
-117.98,33.82,34.0,1290.0,220.0,867.0,241.0,5.5486,226837.0,<1H OCEAN
-118.35,33.93,31.0,2746.0,697.0,1973.0,598.0,3.5139,230409.01,<1H OCEAN
-118.46,34.06,20.0,5448.0,1532.0,2202.0,1442.0,4.2554,426156.55,<1H OCEAN
-117.59,33.88,13.0,3239.0,849.0,2751.0,813.0,2.6111,113788.0,INLAND
-118.44,34.21,37.0,1665.0,335.0,1011.0,343.0,4.8703,219321.0,<1H OCEAN
-118.14,33.76,50.0,2960.0,761.0,1179.0,718.0,3.5214,335986.07,NEAR OCEAN
-119.36,36.21,25.0,1170.0,259.0,804.0,257.0,1.3889,57467.0,INLAND
-118.39,34.02,38.0,2521.0,647.0,1091.0,597.0,4.1296,328203.1,<1H OCEAN
-117.87,33.7,17.0,3216.0,607.0,1916.0,618.0,4.9153,236190.0,<1H OCEAN
-114.66,32.74,17.0,1388.0,386.0,775.0,320.0,1.2049,62433.0,INLAND
-120.4,38.0,17.0,2098.0,370.0,912.0,354.0,2.6544,117805.0,INLAND
-118.25,33.97,36.0,1026.0,294.0,1316.0,268.0,1.7708,104510.0,<1H OCEAN
-121.87,37.67,10.0,4337.0,800.0,1813.0,743.0,5.5,253967.0,INLAND
-122.04,38.28,25.0,3304.0,493.0,1464.0,488.0,5.2527,207118.0,INLAND
-121.64,39.22,37.0,1189.0,248.0,627.0,219.0,3.8611,111537.99,INLAND
-117.84,33.84,23.0,4388.0,864.0,2526.0,846.0,4.5217,222880.0,<1H OCEAN
-121.32,38.89,9.0,5927.0,1269.0,3369.0,1176.0,2.8194,123297.0,INLAND
-122.25,37.89,42.0,2863.0,460.0,1031.0,448.0,6.7138,419322.27,NEAR BAY
-117.69,34.1,17.0,3759.0,1035.0,1722.0,847.0,2.6074,116903.0,INLAND
-118.6,34.08,40.0,866.0,181.0,399.0,176.0,6.91,395986.23,<1H OCEAN
-118.13,33.77,37.0,4365.0,926.0,1661.0,868.0,5.3046,314742.17,NEAR OCEAN
-117.66,34.1,37.0,1971.0,345.0,939.0,358.0,3.4634,141288.0,INLAND
-122.16,37.75,24.0,1790.0,454.0,1137.0,386.0,2.537,158339.01,NEAR BAY
-117.89,34.09,37.0,1813.0,394.0,1100.0,375.0,3.4453,191490.0,<1H OCEAN
-117.03,33.89,6.0,78.0,11.0,27.0,10.0,3.125,157947.0,INLAND
-119.06,34.38,33.0,1465.0,262.0,731.0,266.0,3.9464,225563.0,<1H OCEAN
-121.82,37.28,31.0,1340.0,235.0,1336.0,270.0,4.2361,199459.0,<1H OCEAN
-118.1,34.06,31.0,2852.0,740.0,3100.0,725.0,2.9524,182565.0,<1H OCEAN
-121.14,37.47,38.0,2427.0,450.0,1272.0,474.0,2.8833,110528.0,INLAND
-117.32,34.16,9.0,711.0,139.0,316.0,152.0,4.0156,146750.99,INLAND
-118.24,33.91,40.0,972.0,240.0,761.0,225.0,1.4688,97403.0,<1H OCEAN
-117.97,33.63,25.0,2482.0,360.0,960.0,352.0,6.1572,342771.19,NEAR OCEAN
-121.96,37.13,26.0,50.0,5.0,17.0,4.0,15.0001,428295.66,<1H OCEAN
-117.64,33.51,15.0,1743.0,254.0,943.0,274.0,5.9339,235329.0,<1H OCEAN
-118.59,34.21,26.0,2335.0,669.0,1986.0,645.0,2.9974,201030.0,<1H OCEAN
-121.51,38.69,28.0,800.0,149.0,450.0,158.0,2.1029,98936.0,INLAND
-120.96,37.67,18.0,1442.0,229.0,538.0,220.0,4.2969,161841.0,INLAND
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,124777.0,NEAR BAY
-121.42,37.73,2.0,2682.0,393.0,883.0,271.0,5.9934,242760.0,INLAND
-122.97,38.53,48.0,3939.0,860.0,1257.0,571.0,2.1165,209399.05,<1H OCEAN
-118.29,33.93,32.0,1815.0,488.0,1715.0,475.0,1.7244,104734.0,<1H OCEAN
-121.97,37.54,31.0,1949.0,344.0,986.0,322.0,4.6349,245141.0,<1H OCEAN
-117.71,33.58,2.0,2530.0,562.0,1066.0,510.0,4.6336,265398.13,<1H OCEAN
-117.17,32.75,52.0,1052.0,,381.0,201.0,3.0726,299084.17,NEAR OCEAN
-121.35,38.4,11.0,2322.0,459.0,1373.0,424.0,3.175,114665.0,INLAND
-119.73,36.83,14.0,3348.0,491.0,1584.0,493.0,5.0828,124604.0,INLAND
-118.29,33.92,34.0,1374.0,240.0,906.0,248.0,5.3292,232491.0,<1H OCEAN
-121.3,38.12,11.0,1792.0,252.0,767.0,263.0,7.6889,292051.01,INLAND
-117.7,33.68,29.0,5650.0,1084.0,3985.0,1056.0,2.8192,145744.01,<1H OCEAN
-118.24,33.97,43.0,1357.0,349.0,1657.0,331.0,2.0819,109307.0,<1H OCEAN
-122.59,38.78,15.0,764.0,145.0,366.0,143.0,3.375,131168.0,INLAND
-117.22,32.87,14.0,3512.0,807.0,1835.0,792.0,3.35,238062.06,NEAR OCEAN
-122.23,37.46,36.0,6090.0,1057.0,3081.0,1075.0,5.6629,388685.04,NEAR OCEAN
-120.19,38.03,17.0,8651.0,1579.0,2071.0,757.0,3.1076,132233.0,INLAND
-118.22,33.88,37.0,1149.0,280.0,1016.0,250.0,2.125,119679.0,<1H OCEAN
-118.19,33.78,35.0,1511.0,593.0,914.0,539.0,0.9318,162432.0,NEAR OCEAN
-120.64,35.46,6.0,5876.0,1406.0,2877.0,1304.0,2.5437,166586.0,<1H OCEAN
-116.84,33.02,11.0,1227.0,202.0,645.0,198.0,5.6674,215262.0,<1H OCEAN
-117.09,32.68,30.0,2662.0,653.0,1997.0,605.0,2.8089,134891.0,NEAR OCEAN
-122.77,38.39,35.0,2611.0,475.0,1293.0,463.0,2.75,161236.0,<1H OCEAN
-122.45,37.72,47.0,1773.0,345.0,1083.0,315.0,4.475,297095.02,NEAR BAY
-121.52,38.57,43.0,2360.0,471.0,1041.0,452.0,2.89,118122.0,INLAND
-118.13,34.58,29.0,2370.0,475.0,1746.0,483.0,3.7464,122061.99,INLAND
-118.6,34.19,16.0,14912.0,4183.0,5105.0,3302.0,2.8312,168663.0,<1H OCEAN
-118.44,34.0,40.0,1287.0,346.0,806.0,311.0,3.875,311013.01,<1H OCEAN
-117.03,32.73,32.0,1750.0,333.0,997.0,335.0,3.4784,130258.0,NEAR OCEAN
-121.89,37.34,46.0,1197.0,416.0,898.0,370.0,2.1714,187502.0,<1H OCEAN
-118.34,33.9,36.0,1158.0,219.0,628.0,253.0,4.7426,235652.0,<1H OCEAN
-118.48,34.42,21.0,1375.0,259.0,728.0,258.0,5.0166,216559.0,<1H OCEAN
-118.33,34.16,37.0,2381.0,575.0,1235.0,499.0,3.7941,295056.01,<1H OCEAN
-121.91,37.43,33.0,2791.0,496.0,1714.0,485.0,4.8304,246534.0,<1H OCEAN
-119.83,36.82,14.0,1087.0,165.0,365.0,176.0,7.2909,259985.06,INLAND
-122.47,37.76,52.0,2680.0,740.0,1587.0,713.0,2.5933,328917.01,NEAR BAY
-117.7,35.64,8.0,2683.0,416.0,1154.0,399.0,5.8625,201046.0,INLAND
